Id,Date,To,From,Amount,Reason,Fbo,Location,Aircraft,Comment,AircraftId, 
190868997,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EICK,G-UKA,,17828,
190868996,2023/04/12 10:00:12,Bank,Aer Bridge Ltd.,72.40,Booking Fee,N/A,EICK,G-UKA,,17828,
190868995,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,471.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868994,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,724.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190868993,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,33.25,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,G-UKA,,17828,
190868992,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,33.25,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EICK,G-UKA,,17828,
190868991,2023/04/12 10:00:12,Bank,Aer Bridge Ltd.,53.20,Booking Fee,N/A,EICK,G-UKA,,17828,
190868990,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,432.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868989,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,665.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190868988,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,6.80,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,G-UKA,,17828,
190868987,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,6.80,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EICK,G-UKA,,17828,
190868986,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,88.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868985,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,136.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190868984,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,G-UKA,,17828,
190868983,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EICK,G-UKA,,17828,
190868982,2023/04/12 10:00:12,Bank,Aer Bridge Ltd.,72.40,Booking Fee,N/A,EICK,G-UKA,,17828,
190868981,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,471.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868980,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,724.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190868979,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,G-UKA,,17828,
190868978,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EICK,G-UKA,,17828,
190868977,2023/04/12 10:00:12,Bank,Aer Bridge Ltd.,72.40,Booking Fee,N/A,EICK,G-UKA,,17828,
190868976,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,471.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868975,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,724.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190868974,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,G-UKA,,17828,
190868973,2023/04/12 10:00:12,Aer Bridge Ltd.,Aer Bridge Ltd.,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EICK,G-UKA,,17828,
190868972,2023/04/12 10:00:12,Bank,Aer Bridge Ltd.,72.40,Booking Fee,N/A,EICK,G-UKA,,17828,
190868971,2023/04/12 10:00:12,julietbravo52,Aer Bridge Ltd.,471.00,Pilot fee,N/A,EICK,G-UKA,,17828,
190868970,2023/04/12 10:00:12,Aer Bridge Ltd.,Bank,724.00,Pay for assignment,N/A,EICK,G-UKA,,17828,
190867892,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EIKY,G-UKA,,17828,
190867891,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EIKY,G-UKA,,17828,
190867888,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EIKY,G-UKA,,17828,
190867887,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EIKY,G-UKA,,17828,
190867884,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EIKY,G-UKA,,17828,
190867883,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EIKY,G-UKA,,17828,
190867880,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EIKY Aer Bridge Ltd. - Kerry Airport,EIKY,G-UKA,,17828,
190867879,2023/04/12 09:25:32,Aer Bridge Ltd.,julietbravo52,31.50,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EIKY,G-UKA,,17828,
190866906,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,G-UKA,,17828,
190866905,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EINN,G-UKA,,17828,
190866904,2023/04/12 08:44:04,julietbravo52,Aer Bridge Ltd.,545.00,Pilot fee,N/A,EINN,G-UKA,,17828,
190866903,2023/04/12 08:44:04,Aer Bridge Ltd.,Bank,838.00,Pay for assignment,N/A,EINN,G-UKA,,17828,
190866902,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,G-UKA,,17828,
190866901,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EINN,G-UKA,,17828,
190866900,2023/04/12 08:44:04,julietbravo52,Aer Bridge Ltd.,545.00,Pilot fee,N/A,EINN,G-UKA,,17828,
190866899,2023/04/12 08:44:04,Aer Bridge Ltd.,Bank,838.00,Pay for assignment,N/A,EINN,G-UKA,,17828,
190866898,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,G-UKA,,17828,
190866897,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EINN,G-UKA,,17828,
190866896,2023/04/12 08:44:04,julietbravo52,Aer Bridge Ltd.,545.00,Pilot fee,N/A,EINN,G-UKA,,17828,
190866895,2023/04/12 08:44:04,Aer Bridge Ltd.,Bank,838.00,Pay for assignment,N/A,EINN,G-UKA,,17828,
190866894,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,G-UKA,,17828,
190866893,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EINN,G-UKA,,17828,
190866892,2023/04/12 08:44:04,julietbravo52,Aer Bridge Ltd.,545.00,Pilot fee,N/A,EINN,G-UKA,,17828,
190866891,2023/04/12 08:44:04,Aer Bridge Ltd.,Bank,838.00,Pay for assignment,N/A,EINN,G-UKA,,17828,
190866890,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,G-UKA,,17828,
190866889,2023/04/12 08:44:04,Aer Bridge Ltd.,Aer Bridge Ltd.,41.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EINN,G-UKA,,17828,
190866888,2023/04/12 08:44:04,julietbravo52,Aer Bridge Ltd.,545.00,Pilot fee,N/A,EINN,G-UKA,,17828,
190866887,2023/04/12 08:44:04,Aer Bridge Ltd.,Bank,838.00,Pay for assignment,N/A,EINN,G-UKA,,17828,
190863819,2023/04/12 06:00:02,Aer Bridge Ltd.,Uberteut,434.35,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,LFMN,EW-OEF,,47908,
190861332,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861331,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861330,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861329,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861328,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190861327,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861326,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861325,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861324,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861323,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190861322,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861321,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861320,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861319,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861318,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190861317,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861316,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861315,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861314,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861313,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190861312,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861311,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861310,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861309,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861308,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190861307,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190861306,2023/04/12 03:32:22,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,G-UKA,,17828,
190861305,2023/04/12 03:32:22,Bank,Aer Bridge Ltd.,46.56,Booking Fee,N/A,EISG,G-UKA,,17828,
190861304,2023/04/12 03:32:22,SantoPilot,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,G-UKA,,17828,
190861303,2023/04/12 03:32:22,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,G-UKA,,17828,
190860133,2023/04/12 02:57:32,Aer Bridge Ltd.,Aer Bridge Ltd.,1077.30,Refuelling with JetA,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,"User ID: 101347 Amount (gals): 270.0, $ per Gal: $3.99",17828,
190856328,2023/04/12 00:26:41,Aer Bridge Ltd.,Aer Bridge Ltd.,268.37,Refuelling with JetA,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,"User ID: 89637 Amount (gals): 67.3, $ per Gal: $3.99",17828,
190854102,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854101,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854098,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854097,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854094,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854093,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854090,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854089,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854086,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854085,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854082,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854081,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854078,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854077,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854074,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854073,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854070,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854069,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190854066,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-UKA,,17828,
190854065,2023/04/11 23:14:57,Aer Bridge Ltd.,TheIrishAviator,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,G-UKA,,17828,
190853429,2023/04/11 22:54:57,Aer Bridge Ltd.,flyluna41,953.60,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-JMEW,,37036,
190853195,2023/04/11 22:45:20,Aer Bridge Ltd.,TheIrishAviator,36.90,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190853192,2023/04/11 22:45:20,Aer Bridge Ltd.,TheIrishAviator,25.40,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,G-UKA,,17828,
190844999,2023/04/11 18:44:22,Aer Bridge Ltd.,CrashaDistel,170.90,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,G-DCS2,,8470,
190844259,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,58.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190844254,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190844249,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190844244,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,58.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190844239,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,58.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190844234,2023/04/11 18:26:58,Aer Bridge Ltd.,Outback Air Charter International,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,N-081AG,,46624,
190836595,2023/04/11 15:13:03,BooDot Air Charter,Aer Bridge Ltd.,306.47,Refuelling with JetA,EGAB BooDot - Enniskillen / St Angelo,EGAB,G-UKA,"User ID: 47687 Amount (gals): 83.3, $ per Gal: $3.68",17828,
190836511,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190836507,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190836503,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190836499,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190836495,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190836491,2023/04/11 15:11:07,Aer Bridge Ltd.,TheIrishAviator,38.00,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAB,G-UKA,,17828,
190835068,2023/04/11 14:41:37,Aer Bridge Ltd.,Aer Bridge Ltd.,129.67,Refuelling with JetA,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAC,G-UKA,"User ID: 47687 Amount (gals): 32.5, $ per Gal: $3.99",17828,
190833137,2023/04/11 13:46:27,Aer Bridge Ltd.,Chapman2020,466.35,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,EW-OEF,,47908,
190809994,2023/04/10 21:48:37,Aer Bridge Ltd.,Wash-Air-Bush-Flights,348.05,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,LFRI,N824HK,,57496,
190809512,2023/04/10 21:27:49,Aer Bridge Ltd.,kutyafal,340.25,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EDDH,7O-EWC,,47896,
190808228,2023/04/10 20:46:23,Aer Bridge Ltd.,jim_hoogan,154.69,Refuelling with JetA,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,"User ID: 100229 Amount (gals): 38.8, $ per Gal: $3.99",57496,
190808139,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808138,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190808134,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808133,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190808129,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808128,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190808124,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808123,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190808119,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808118,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190808114,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,N824HK,,57496,
190808113,2023/04/10 20:45:29,Aer Bridge Ltd.,Wash-Air-Bush-Flights,36.20,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EINN,N824HK,,57496,
190807525,2023/04/10 20:24:54,Aer Bridge Ltd.,jim_hoogan,1121.15,Refuelling with JetA,EICK Aer Bridge Ltd. - Cork Airport,EICK,N824HK,"User ID: 100229 Amount (gals): 281.0, $ per Gal: $3.99",57496,
190798111,2023/04/10 15:58:24,Aer Bridge Ltd.,Ringalor,40.25,FBO ground crew fee,EIWT Aer Bridge Ltd. - Weston Airport,EGCK,N101MS,,45616,
190798108,2023/04/10 15:58:24,Aer Bridge Ltd.,Ringalor,40.25,FBO ground crew fee,EIWT Aer Bridge Ltd. - Weston Airport,EGCK,N101MS,,45616,
190798105,2023/04/10 15:58:24,Aer Bridge Ltd.,Ringalor,40.25,FBO ground crew fee,EIWT Aer Bridge Ltd. - Weston Airport,EGCK,N101MS,,45616,
190798102,2023/04/10 15:58:24,Aer Bridge Ltd.,Ringalor,40.25,FBO ground crew fee,EIWT Aer Bridge Ltd. - Weston Airport,EGCK,N101MS,,45616,
190798099,2023/04/10 15:58:24,Aer Bridge Ltd.,Ringalor,40.25,FBO ground crew fee,EIWT Aer Bridge Ltd. - Weston Airport,EGCK,N101MS,,45616,
190797497,2023/04/10 15:33:44,Aer Bridge Ltd.,SkySteve,251.37,Refuelling with JetA,EIWT Aer Bridge Ltd. - Weston Airport,EIWT,N101MS,"User ID: 54735 Amount (gals): 63.0, $ per Gal: $3.99",45616,
190790832,2023/04/10 12:49:10,Aer Bridge Ltd.,Kozzmozz,334.05,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EINN,7O-EWC,,47896,
190787681,2023/04/10 11:29:15,Aer Bridge Ltd.,Thomas1976,274.35,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EHBK,SU-KTI,,57480,
190787070,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190787069,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,10-SVS,,15941,
190787066,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190787065,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,10-SVS,,15941,
190787062,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190787061,2023/04/10 11:06:40,Aer Bridge Ltd.,eggrith,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EGAE,10-SVS,,15941,
